title,link,date,excerpt,content,full_date,category
ԶԼՄ-ների պիտակավորման և հանրային հաշվետվողականության կարևորության մասին,https://www.transparency.am/hy/media/statements/article/5227,19.12.2024,"Լրատվամիջոցները հանդիսանում են ժողովրդավարության կարևորագույն հենասյուներից մեկը, ուստի դրանց պիտակավորումը հանրային պաշտոնյաների կողմից իրենց գործունեությունը, հանրային ռեսուրսների օգտագործումը լուսաբանելու կամ քննադատելու համար դատապարտելի ու անընդունելի է։","Երևանի քաղաքապետ Տիգրան Ավինյանը «մի մեծ աղբանոց» է անվանել լրատվամիջոցներին։ Նա նաև դատի է տվել ՍիվիլՆեթին ու տեղեկացրել է, որ հորը ևս հորդորել է դատական հայց ներկայացնել։ Հայցի պատճառը ՍիվիլՆեթի լրագրողներ Մկրտիչ Կարապետյանի և Անի Գրիգորյանի հետաքննական հոդվածն է, որը պատրաստվել է Կազմակերպված կոռուպցիայի և հանցավորության լուսաբանման նախագծի (OCCRP) հետ համագործակցության շրջանակում։ Հոդվածը լուսաբանում է գյուղատնտեսության ոլորտում՝ խաղողի, ժամանակակից տեխնոլոգիաներով մշակվող ինտենսիվ պտղատու այգիների հիմնման 2018 թվականի պետական աջակցության ծրագրի ծախսերը։ Ծրագրի շահառուները 109 ընկերություններ են, որոնցից հինգը, որոնք ստացել են ծրագրի ընդհանուր գումարի 15 տոկոսը, որպես ենթակապալառու ներգրավել են 2018-2021 թվականներին փոխվարչապետ հանդիսացող և գյուղատնտեսության ոլորտը համակարգող Տիգրան Ավինյանի ընտանիքին պատկանող «Իրիգեյթ» ընկերությանը՝ պտղատու այգիներ հիմնելու նպատակով։ Շահառուները հարյուր հազարավոր դոլարներ են ստացել կառավարությունից՝ պտղատու այգիներ հիմնելու համար։ ՍիվիլՆեթը մեկնաբանություններ ստանալու ակնկալիքով դիմել էր Տիգրան Ավինյանին, նրա հորը՝ Արմեն Ավինյանին, և եղբորը՝ «Իրիգեյթ»-ի բաժնետեր Դավիթ Ավինյանին, սակայն վերջիններս գրավոր հարցումներին չեն պատասխանել։ Սիվիլնեթի հարցումներին՝ «Իրիգեյթի» ստացած գումարների և սուբսիդավորման վերաբերյալ լիարժեք չի պատասխանել նաև Էկոնոմիկայի նախարարությունը։ Լրատվամիջոցները հանդիսանում են ժողովրդավարության կարևորագույն հենասյուներից մեկը, ուստի դրանց պիտակավորումը հանրային պաշտոնյաների կողմից իրենց գործունեությունը, հանրային ռեսուրսների օգտագործումը լուսաբանելու կամ քննադատելու համար դատապարտելի ու անընդունելի է։ Հանրային պաշտոնյան պետք է առավել հանդուրժող լինի ԶԼՄ-ների և քաղաքացիական հասարակության կառույցների քննադատության նկատմամբ, և ապահովի, որ հանրությունը ողջամիտ ժամկետներում պատշաճ պատասխան ստանա իրեն հուզող հարցերի վերաբերյալ, այդ թվում՝ պաշտոնյաների փոխկապակցված անձանց կողմից։ Պետք է երաշխավորվի պետական կառավարման ու տեղական ինքնակառավարման հաստատությունների թափանցիկությունը և հանրային պաշտոն զբաղեցնող անձանց հաշվետվողականությունը հանրության առջև։",19.12.2024,
Հայտարարություն Կոռուպցիայի դեմ պայքարի միջազգային օրվա կապակցությամբ,https://www.transparency.am/hy/media/statements/article/5257,09.12.2024,Դեկտեմբերի 9-ը նշվում է որպես Կոռուպցիայի դեմ պայքարի միջազգային օր։,"Կոռուպցիան լուրջ մարտահրավեր է ամբողջ աշխարհում։ Այն խոչընդոտում է երկրների քաղաքական, տնտեսական ու սոցիալական զարգացումները և խաթարում է հանրային վստահությունը պետական ինստիտուտների նկատմամբ։ Դեկտեմբերի 9-ը նշվում է որպես Կոռուպցիայի դեմ պայքարի միջազգային օր։ Սա առիթ է ընդգծելու կոռուպցիայի կործանարար դերը և դրա դեմ պայքարելու անհրաժեշտությունը, անդրադարձ կատարելու անցնող տարվա ձեռբերումներին և բացթողումներին, վերլուծելու խնդիրները և նախանշելու անելիքներն այդ շարունակական պայքարում։ Ներկայում գլոբալ մակարդակում տեղի ունեցող հակաժողովրդավարական զարգացումները լայն հնարավորություններ են ստեղծում կոռուպցիայի աճի և տարածման համար։ Այս նկատառումով բազմապատիկ կարևոր են ժողովրդավարության ուղի ընտրած պետությունների հակակոռուպցիոն պայքարի արդյունքները և այդ չարիքին դիմակայելու կարողությունը։ ՀՀ կառավարության և հակակոռուպցիոն մասնագիտական մարմինների կողմից կոռուպցիայի դեմ պայքարի ուղղությամբ իրականացվում են բազում միջոցառումներ, որոնք միտված են 2023-2026 թվականների հակակոռուպցիոն ռազմավարությամբ նախատեսված գործողությունների ծրագրի իրականացմանը։ Իրավապահ մարմինների վարույթում են մեծաթիվ քրեական գործեր, որոնց մեջ ներգրավված են ինչպես 2018 թվականի հեղափոխությունից առաջ, այնպես էլ դրանից հետո պաշտոնավարող բարձրաստիճան անձինք։ Ավելանում են ապօրինի ծագում ունեցող գույքի վերականգնման դեպքերը և ծավալները։ Կոռուպցիայի դեմ պայքարում ներգրավված են բոլոր հակակոռուպցիոն ինստիտուտները, պետական կառավարման ու տեղական ինքնակառավարման մարմիններ, գործարարներ, քաղաքացիական հասարակության դերակատարներ, լրատվամիջոցներ։ Միաժամանակ, կոռուպցիայի դեմ պայքարին առնչվող հետազոտությունների արդյունքները շատ հուսադրող չեն։ Թրանսփարենսի Ինթերնեշնլի Կոռուպցիայի ընկալման համաթվի համաձայն՝ Հայաստանը 2023 թվականին ստացել է 47 միավոր։ Նախորդ տարվա համեմատ այն արձանագրել է մեկ միավորի բարելավում վիճակագրական սխալի սահմաններում, ինչը 2018-19 թվականներին տեղի ունեցած թռիչքային աճի և ձևավորված ակնկալիքների համեմատ, ավելի շուտ, լճացում է և թերևս պայմանավորված է կոռուպցիայի դեմ պայքարի ոլորտում իրականացվող բարեփոխումների անբավարար արդյունքներով։ ԱՄՆ Միջազգային հանրապետական ինստիտուտի (IRI) 2024 թվականի սեպտեմբերին իրականացրած տնային տնտեսությունների կարծիքի ուսումնասիրության արդյունքներով հարցվածների միայն 3%-ն է կոռուպցիան նշել որպես առաջին կամ երկրորդ հիմնական խնդիր, որը 13-րդն է խնդիրների ցանկում, ինչը որոշ առումով դրական է։ Կոռուպցիայի դեմ պայքարը՝ որպես կառավարության վերջին վեց ամիսների ամենամեծ ձեռքբերում է համարել ընդամենը 2%-ը, թեև միաժամանակ այդ պայքարում առաջընթացի բացակայությունը՝ որպես ամենամեծ ձախողում է համարել 3%-ը (երկու դեպքում էլ՝ առաջին կամ երկրորդ պատասխան): Կարելի է արձանագրել, որ կոռուպցիան Հայաստանում հանրության կողմից առաջնային խնդիր չի դիտվում: Միաժամանակ՝ առանձնապես արդյունավետ չեն համարվում կոռուպցիայի դեմ պայքարում կառավարության կողմից ներդրվող ջանքերը։ Այս ընկալումները, մի կողմից, կարող են պայմանավորված լինել հակակոռուպցիոն ինստիտուտների աշխատանքի անարդյունավետությամբ և շոշափելի արդյունքների անբավարարությամբ։ Առկա զգալի ծանրաբեռվածության պայմաններում հակակոռուպցիոն մարմինների մարդկային ռեսուրսներն ու կարողությունները բավարար չեն իրենց առջև դրված հավակնոտ խնդիրները պատշաճ իրականացնելու համար: Վարչական ու քրեական վարույթները, կոռուպցիոն հանցագործությունների բացահայտումը, դատական գործընթացները, ապօրինի ծագում ունեցող գույքի բռնագանձման և պետության վնասի վերականգնման գործընթացները դանդաղ են ընթանում։ Բավարար տեսանելի չէ կոռուպցիայի և ապօրինի հարստացման պատժելիությունը հատկապես հանրահայտ ու աղմկահարույց գործերով։ Մյուս կողմից, հանրությանն անհանգստացնում է կոռուպցիայի դեմ պայքարում իրավասու պետական մարմինների հնարավոր ընտրողական մոտեցումը։ Մասնավորապես, լրագրողական հետաքննությունների բացահայտումների հիման վրա իշխող քաղաքական ուժը ներկայացնող պաշտոնյաների նկատմամբ հետապնդումներ չեն իրականացվում, իրականացման պարագայում՝ բավարար չեն լուսաբանվում, և խնդրահարույց արարքների ու դրսևորած վարքագծի համար պատասխանատվության ենթարկելու քայլերը տեսանելի չեն: 2024 թվականի լրագրողական հետաքննությունները բացահայտել են պաշտոնատար անձանց կողմից շահերի բախման իրավիճակներում որոշումների կայացման, կուսակցության ֆինանսների ապօրինի հավաքագրման , գնումների գործընթացներում հնարավոր պայմանավորվածությունների, պետական բյուջեի չհիմնավորված ծախսերի և այլ բազմաթիվ խնդրահարույց դեպքեր։ Նշված դրսևորումների զգալի մասը տեղի է ունենում իշխող կուսակցության ներկայացուցիչների ներգրավմամբ, սակայն դրանք պատշաճ, առնվազն արագ ու տեսանելի ընթացք չեն ստացել համապատասխան մարմինների, այդ թվում՝ իրավապահ համակարգի կողմից։ Դեռևս մեղադրանք չի առաջադրվել Երևանի ընտրություններին «Քաղաքացիական պայմանագիր» կուսակցության քարոզարշավին մասնակցելուն գումարով շահագրգռելու մեջ ներգրավված անձանց։ Խիստ խնդրահարույց են տեղական ինքնակառավարման մարմինների շուրջ ստեղծված իրավիճակը և դրանց նկատմամբ անհասկանալի ու հակասական միջամտությունները, մասնավորապես՝ Գյումրիում կամ Վանաձորում։ Հարցեր են առաջացնում Բարձրագույն դատական խորհրդի նախագահի կամ Ազգային ժողովի պատգամավորների հրաժարականների, ինչպես նաև այդ պաշտոնյաների անկախ որոշումների վրա արտաքին ներգործության իրավաչափության վերաբերյալ։ Այսպիսի զարգացումների համատեքստում ավելի քան խնդրահարույց են «Կուսակցությունների մասին» ՀՀ օրենքում կուսակցությունների ֆինանսավորմանն առնչվող փոփոխությունները, որոնց արդյունքում ամրապնդվելու են միակուսակցական ու մենիշխանական համակարգի հիմքերը, իսկ քաղաքականությունը կրկին հայտնվելու է մասնավոր և օլիգարխիկ շահերի տիրույթում՝ փաստացի վերադարձնելով Հայաստանը մինչև 2018 թվականը տիրող իրավիճակին։ ՀՀ կառավարության կողմից հավակնոտ հակակոռուպցիոն ռազմավարության իրականացմանը զուգահեռ ի հայտ եկող նորանոր կոռուպցիոն դրսևորումները, միակուսակցական համակարգի կոնսոլիդացումը, փոխզսպումների և հակակշիռների համակարգի փաստացի բացակայությունը լրջագույն մարտահրավերներ են, որոնք սպառնալիք են ժողովրդավարությանը և իրավունքի գերակայությանը և խորացնում են հանրային ինստիտուտների նկատմամբ անվստահությունը։ Հաշվի առնելով իշխող «Քաղաքացիական պայմանագիր» կուսակցության՝ ժողովրդավարության ամրապնդմանն ու կոռուպցիայի նվազեցմանն ուղղված հանձնառությունները՝ ակնկալվում է, որ այն կդրսևորի քաղաքական կամք ու հետևողականություն և պատշաճ կարգով ու ժամկետում կհասցեագրի մատնանշված խնդիրները։",09.12.2024,
Բարձրագույն դատական խորհրդի ոչ դատավոր անդամի թեկնածուի առաջադրման անթույլատրելիության վերաբերյալ հայտարարություն,https://www.transparency.am/hy/media/statements/article/5209,29.11.2024,ՀՀ Ազգային ժողովի Քաղաքացիական պայմանագիր խմբակցությունը որպես Բարձրագույն դատական խորհրդի ոչ դատավոր անդամի թեկնածու առաջադրել է Ալեքսանդր Սիրունյանի թեկնածությունը։,"ՀՀ Ազգային ժողովի Քաղաքացիական պայմանագիր խմբակցությունը որպես Բարձրագույն դատական խորհրդի ոչ դատավոր անդամի թեկնածու առաջադրել է Ալեքսանդր Սիրունյանի թեկնածությունը։ Բարձրագույն դատական խորհուրդն անկախ պետական մարմին է, որը երաշխավորում է դատարանների և դատավորների անկախությունը: Այս սահմանադրական առաքելության պատշաճ իրականացումը պահանջում է Բարձրագույն դատական խորհրդի անդամների քաղաքական չեզոքություն և զսպվածություն, ինչպես նաև օրենսդիր և գործադիր իշխանությունից անկախություն՝ ապահովելու դատական իշխանության նկատմամբ հանրային բարձր վստահությունը։ Մինչդեռ, Ալեքսանդր Սիրունյանը «Քաղաքացիական պայմանագիր» կուսակցության անդամ է։ Քաղաքական մեծամասնությունը հանդիսացող կուսակցության անդամի ընտրությունը Բարձրագույն դատական խորհրդի անդամի պաշտոնում չի կարող ապահովել և երաշխավորել դատական իշխանության անկախությունը օրենսդիր և գործադիր մարմիններից։ Այս թեկնածուի քաղաքական չեզոքության և զսպվածության բացակայության, ինչպես նաև Քաղաքացիական պայմանագիր կուսակցության և գործադիր իշխանության ղեկավարին հավատարմության ապացույց է վերջինս սոցիալական ցանցերի անձնական էջում հրապարակված Նիկոլ Փաշինյանի լուսանկարները: Ավելին, Ալեքսանդր Սիրունյանը աչքի է ընկնում անպարկեշտ հանրային վարքագծով և բացասական բարեվարքությամբ, ինչը կարող է բացասաբար ազդել դատական իշխանության և Բարձրագույն դատական խորհրդի հեղինակության և հանրային վստահելիության վրա։ Այսպես, դեռևս 2019 թվականին վերջինս կարգապահական պատասխանատվության և խիստ նկատողություն կարգապահական տույժի է ենթարկվել ՀՀ փաստաբանների պալատի կողմից փաստաբանի վարքագծի կանոնները խախտելու համար։ Մասնավորապես, հաստատվել է Ա․ Սիրունյանի կողմից հայհոյախառն, ժարգոնային և վիրավորական բառապաշարի օգտագործումը «Ֆեյսբուք» սոցիալական ցանցում: Փաստաբանների պալատի խորհուրդը փաստել է, որ նման արտահայտչաձևի և բառապաշարի օգտագործումը հարիր չէ ոչ միայն փաստաբանի հանրային կարգավիճակ ունեցող անձին, այլև քաղաքավարության և հասարակական համակեցության ընդունված նորմերը պահպանող ցանկացած քաղաքացու և արատավորում է իր վարկանիշը թե՛ որպես փաստաբան և թե՛ որպես քաղաքացի: Այս թեկնածուի ոչ պատշաճ վարքագիծը և բառապաշարը հանրային տիրույթում կրում է մշտական և շարունակական բնույթ և անհամատեղելի է բարեկրթության սկզբունքներին։ Ավելին, Ալեքսանդր Սիրունյանը ակնհայտ խտրական վերաբերմունք է դրսևորում ըստ անձանց ծագման՝ իր հանրային խոսքով և սոցիալական ցանցերում կատարված գրառումներով վիրավորական արտահայտություններ կատարելով և ատելություն տարածելով արցախցիների նկատմամբ։ Այս թեկնածուի առաջադրումը վերստին հիմնավորում է դատական իշխանության պաշտոններում ընտրությունների և նշանակումների իրականացումը քաղաքական նպատակահարմարությամբ իրականացնելու՝ քաղաքական իշխանության միտումը՝ վտանգելով ոչ միայն Բարձրագույն դատական խորհրդի, այլև ողջ դատական իշխանության ապաքաղաքական լինելու կարևորագույն սկզբունքը, հեղինակությունն ու վստահելիությունը, ինչպես նաև գործունեության արդյունավետությունը: Խնդիրն էլ ավելի է սրվում՝ հաշվի առնելով այն հանգամանքը, որ Ազգային ժողովում մեծամասնություն ունեցող քաղաքական թիմի ձայները բավարար են Բարձրագույն դատական խորհրդի ոչ դատավոր անդամների պաշտոնում ցանկացած թեկնածուի ընտրության համար՝ առանց ընդդիմության որոշիչ մասնակցության: Խստորեն դատապարտում ենք մեծամասնություն ունեցող քաղաքական կուսակցության կողմից Բարձրագույն դատական խորհրդի անդամի պաշտոնում իր քաղաքական կուսակցական անդամի և անբարեվարք անձի առաջադրելու մոտեցումը և պահանջում ենք․ Չեղարկել ՀՀ Ազգային ժողովի նախագահի որոշումը և չեղարկել Ա․ Սիրունյանի՝ Բարձրագույն դատական խորհրդի անդամի թեկնածության որոշումը,Ազգային ժողովում քվեարկություն կազմակերպելու դեպքում բացառել և ձեռնպահ մնալ Ալեքսանդր Սիրունյանին Բարձրագույն դատական խորհրդի անդամ ընտրելուց։ Իրավունքների պաշտպանություն առանց սահմանների ՀԿ Հելսինկյան քաղաքացիական ասամբլեայի Վանաձորի գրասենյակ Ժողովրդավարության զարգացման հիմնադրամ Հանուն հավասար իրավունքների կրթական կենտրոն ՀԿ Փինք իրավապաշտպան ՀԿ Համայնքային համախմբման և աջակցության կենտրոն ՀԿ Թրանսփարենսի Ինթերնեշնլ հակակոռուպցիոն կենտրոն Էկոլուր տեղեկատվական ՀԿ Հանրային լրագրության ակումբ Լրագրողներ հանուն մարդու իրավունքների ՀԿ Հելսինկյան ասոցացիա իրավապաշտպան ՀԿ Երևանի մամուլի ակումբ Հայ առաջադեմ երիտասարդություն ՀԿ Բազմակողմանի տեղեկատվության ինստիտուտ Ուղղակի ժողովրդավարություն ՀԿ Փոփոխություն ՀԿ Իրավունքի պաշտպանության և զարգացման հիմնադրամ",29.11.2024,
ՀԿ-ների հայտարարությունը տեսահսկման համակարգերի տեղադրման ՆԳՆ-ի նախաձեռնության մասին,https://www.transparency.am/hy/media/statements/article/5195,12.11.2024,Մի շարք հասարակական կազմակերպություններ հայտարարություն են տարածել «Ոստիկանության մասին» օրենքում և հարակից օրենքներում լրացումներ կատարելու մասին օրենքների նախագծերի վերաբերյալ՝ պատրաստակամություն հայտնելով ակտիվորեն ներգրավվել ՆԳՆ-ի կողմից նախաձեռնվելիք հանրային և աշխատանքային քննարկումներին ու մասնագիտական խորհրդատվություն տրամադրել։,"Մի շարք հասարակական կազմակերպություններ հայտարարություն են տարածել «Ոստիկանության մասին» օրենքում և հարակից օրենքներում լրացումներ կատարելու մասին օրենքների նախագծերի վերաբերյալ՝ պատրաստակամություն հայտնելով ակտիվորեն ներգրավվել ՆԳՆ-ի կողմից նախաձեռնվելիք հանրային և աշխատանքային քննարկումներին ու մասնագիտական խորհրդատվություն տրամադրել։ Տարածված հայտարարությունում, մասնավորապես, ասվում է․ «Ներքին գործերի նախարարության կողմից մշակվել էին ««Ոստիկանության մասին» օրենքում լրացումներ կատարելու մասին» եւ հարակից օրենքների նախագծեր, որոնցով տարբեր տնտեսվարողներ պարտավորվելու էին տեղադրել և ոստիկանության համար 24/7 ռեժիմով մուտք ապահովել տեսահսկման համակարգեր։ Հանրային հեռուստաընկերության եթերում իրականացված հանրային քննարկման ընթացքում Ներքին գործերի նախարարության ներկայացուցիչը նշել էր, որ տեսահսկման համակարգի շրջանակում կիրառվելու է արհեստական բանականություն: Նախագծերի փաթեթը ներկայացվել էր Ազգային Ժողովին եւ 2024 թվականի հունիսի 12-ին ընդունվել էր առաջին ընթերցմամբ: Հայաստանյան քաղաքացիական հասարակության կողմից Նախագծերի փաթեթի վերաբերյալ ներկայացվել էին մտահոգություններ, բովանդակային դիտողություններ եւ առաջարկություններ՝ որպես հետեւանք ակնկալելով, որ նախագծերը չեն ընդունվի ԱԺ-ի կողմից: 2024 թվականի նոյեմբերի 11-ին ՆԳՆհայտարարություն է տարածել նախագծերի փաթեթը ԱԺ երկրորդ ընթերցմանը ներկայացնելուց ձեռնպահ մնալու եւ նախագծերի հետագա ընթացքը սառեցնելու վերաբերյալ, ինչը ըստ էության համապատասխանում է նախագծերը ընդունելու վերաբերյալ քաղաքացիական հասարակության ակնկալիքին: Միաժամանակ, ՆԳՆ-ն նույն հայտարարությամբ որպես խնդրի փուլային լուծման տարբերակ առաջարկել է առաջին փուլում քննարկման առարկա դարձնել պետական եւ տեղական ինքնակառավարման մարմինների տեսահսկման համակարգերին ՀՀ ներքին գործերի նախարարությանը հասանելիություն տրամադրելու մոտեցումը։ Հաշվի առնելով Հայաստանում տվյալների պաշտպանության եւ կիբեռանվտանգության խնդիրները եւ մարտահրավերները սույն հայտարարությունը ստորագրած կազմակերպություններս գտնում ենք, որ ՀՀ ներքին գործերի նախարարության կողմից տեխնոլոգիաների կիրառման օրենսդրական կարգավորման նման նախաձեռնությունները պետք է իրականացվեն հանրային լայն ներգրավվածությամբ, հատկապես քաղաքացիական հասարակության եւ մասնագիտական հանրույթի ներգրավմամբ եւ ոլորտային հարակից օրենսդրության եւ պրակիկայի պատշաճ ուսումնասիրությամբ: Սույն հայտարարությամբ նաեւ պատրաստակամություն ենք հայտնում ակտիվորեն ներգրավվելու ՆԳՆ-ի կողմից նախաձեռնվելիք հանրային եւ աշխատանքային քննարկումներին՝ տրամադրելով մեր մասնակգտական աջակցությունը»:",12.11.2024,
